client_num,customer_age,gender,dependent_count,education_level,marital_status,state_cd,zipcode,car_owner,house_owner,personal_loan,contact,customer_job,income,cust_satisfaction_score,card_category,annual_fees,activation_30_days,customer_acq_cost,week_start_date,week_num,qtr,current_year,credit_limit,total_revolving_bal,total_trans_amt,total_trans_vol,avg_utilization_ratio,use_chip,exp_type,interest_earned,delinquent_acc
709078908,53.00,M,1.00,Graduate,Married,TX,91750,yes,yes,yes,cellular,White-collar,"85,957.00",2.00,Blue,340.00,0.00,76.00,15-01-2023,Week-3,Q1,2023,"2,648.00","1,539.00","4,926.00",89.00,0.581,Swipe,Food,788.16,0.00
709079883,42.00,F,4.00,High School,Married,NY,91750,yes,yes,no,cellular,Retirees,"31,902.00",3.00,Blue,125.00,1.00,144.00,15-01-2023,Week-3,Q1,2023,"1,663.00","1,012.00","2,729.00",38.00,0.609,Swipe,Grocery,736.83,0.00
709080783,41.00,M,3.00,Graduate,Single,NY,91750,no,no,no,cellular,Govt,"75,402.00",2.00,Blue,385.00,1.00,88.00,15-01-2023,Week-3,Q1,2023,"1,737.00",0.00,"4,723.00",78.00,0,Online,Fuel,613.99,0.00
709081683,54.00,F,1.00,High School,Single,FL,91750,no,no,no,cellular,White-collar,"53,694.00",1.00,Blue,195.00,0.00,84.00,15-01-2023,Week-3,Q1,2023,"4,599.00","1,438.00","4,208.00",69.00,0.313,Online,Grocery,883.68,0.00
709082808,38.00,M,2.00,Unknown,Single,NJ,91750,no,no,no,cellular,Businessman,"92,816.00",3.00,Blue,200.00,1.00,92.00,15-01-2023,Week-3,Q1,2023,"2,156.00","1,198.00","5,092.00",95.00,0.556,Online,Entertainment,356.44,0.00
709085358,44.00,F,4.00,Uneducated,Single,NY,91750,yes,no,no,unknown,Blue-collar,"29,488.00",2.00,Blue,200.00,1.00,47.00,15-01-2023,Week-3,Q1,2023,"2,601.00","1,817.00","2,542.00",67.00,0.699,Swipe,Entertainment,381.30,0.00
709086933,46.00,F,2.00,Unknown,Single,TX,91750,no,no,no,cellular,White-collar,"53,739.00",3.00,Blue,195.00,0.00,81.00,15-01-2023,Week-3,Q1,2023,"3,372.00","2,517.00","4,209.00",72.00,0.746,Chip,Bills,631.35,0.00
709087983,54.00,M,2.00,Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,"90,136.00",2.00,Blue,300.00,1.00,136.00,15-01-2023,Week-3,Q1,2023,"1,438.30",0.00,"5,020.00",94.00,0,Swipe,Fuel,702.80,0.00
709094358,49.00,M,3.00,Uneducated,Married,TX,91750,no,yes,no,cellular,Businessman,"236,628.00",1.00,Platinum,175.00,0.00,141.00,15-01-2023,Week-3,Q1,2023,"8,900.00",798.00,"16,737.00",88.00,0.09,Chip,Travel,"4,518.99",0.00
709096908,40.00,F,3.00,Graduate,Single,TX,91750,no,no,no,cellular,Retirees,"17,285.00",2.00,Blue,225.00,1.00,46.00,15-01-2023,Week-3,Q1,2023,"4,698.00",984.00,"1,865.00",35.00,0.209,Swipe,Bills,428.95,0.00
709098108,52.00,M,2.00,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,"76,611.00",1.00,Blue,365.00,0.00,112.00,15-01-2023,Week-3,Q1,2023,"2,705.00",0.00,"4,749.00",80.00,0,Chip,Fuel,"1,329.72",0.00
709100283,41.00,F,3.00,Graduate,Married,NY,91750,no,yes,no,telephone,Blue-collar,"32,797.00",1.00,Blue,385.00,1.00,81.00,15-01-2023,Week-3,Q1,2023,"5,956.00","2,517.00","2,828.00",46.00,0.423,Swipe,Grocery,565.60,0.00
709101258,53.00,F,3.00,Graduate,Married,NJ,91750,yes,yes,yes,cellular,Govt,"23,073.00",2.00,Blue,200.00,1.00,67.00,15-01-2023,Week-3,Q1,2023,"1,478.00",524.00,"2,180.00",46.00,0.355,Chip,Fuel,283.40,0.00
709102458,57.00,F,1.00,Uneducated,Single,TX,91750,no,no,no,cellular,Blue-collar,"30,585.00",2.00,Blue,425.00,0.00,73.00,15-01-2023,Week-3,Q1,2023,"4,754.00",0.00,"2,607.00",41.00,0,Swipe,Entertainment,156.42,0.00
709103358,41.00,F,4.00,Unknown,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,"6,550.00",1.00,Blue,125.00,1.00,120.00,15-01-2023,Week-3,Q1,2023,"9,476.00",0.00,"1,128.00",27.00,0,Swipe,Bills,270.72,0.00
709104333,29.00,F,1.00,High School,Single,FL,91750,yes,no,no,unknown,Retirees,"31,487.00",2.00,Silver,150.00,1.00,80.00,15-01-2023,Week-3,Q1,2023,"34,516.00",891.00,"2,687.00",64.00,0.026,Swipe,Grocery,671.75,0.00
709106358,65.00,F,1.00,Unknown,Single,NY,91750,no,no,no,unknown,Selfemployeed,"2,565.00",2.00,Blue,150.00,0.00,89.00,15-01-2023,Week-3,Q1,2023,"4,716.00",0.00,816.00,28.00,0,Swipe,Bills,97.92,0.00
709108533,41.00,F,3.00,Post-Graduate,Single,FL,91750,no,yes,no,unknown,Businessman,"201,510.00",3.00,Blue,250.00,1.00,68.00,15-01-2023,Week-3,Q1,2023,"9,959.00","2,216.00","15,139.00",90.00,0.223,Swipe,Grocery,"2,725.02",0.00
709110633,48.00,F,4.00,Unknown,Married,FL,91750,yes,no,no,cellular,Blue-collar,"11,997.00",1.00,Blue,270.00,1.00,91.00,15-01-2023,Week-3,Q1,2023,"21,684.00","1,748.00","1,329.00",24.00,0.081,Swipe,Bills,172.77,0.00
709112508,29.00,F,2.00,Graduate,Married,FL,91750,yes,no,yes,cellular,Businessman,"22,762.00",2.00,Blue,225.00,1.00,96.00,15-01-2023,Week-3,Q1,2023,"3,802.00","1,300.00","2,165.00",36.00,0.342,Chip,Entertainment,346.40,0.00
709117533,51.00,F,1.00,High School,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,"14,975.00",2.00,Blue,110.00,1.00,94.00,15-01-2023,Week-3,Q1,2023,"21,134.00","1,508.00","1,556.00",35.00,0.071,Swipe,Bills,124.48,0.00
709120008,59.00,M,0.00,Unknown,Single,TX,91750,no,yes,no,unknown,Blue-collar,"10,194.00",3.00,Blue,480.00,0.00,79.00,15-01-2023,Week-3,Q1,2023,"6,976.00",0.00,"1,217.00",39.00,0,Swipe,Bills,158.21,0.00
709121283,35.00,F,2.00,Unknown,Married,TX,91750,no,yes,no,unknown,Selfemployeed,"14,975.00",1.00,Blue,495.00,1.00,106.00,15-01-2023,Week-3,Q1,2023,"1,556.00","1,278.00","1,615.00",35.00,0.821,Swipe,Fuel,258.40,0.00
709122483,56.00,F,4.00,Unknown,Married,NY,91750,no,no,no,unknown,White-collar,"18,306.00",1.00,Blue,95.00,0.00,123.00,15-01-2023,Week-3,Q1,2023,"2,783.00","1,526.00","1,909.00",54.00,0.548,Swipe,Bills,439.07,0.00
709123908,46.00,M,2.00,Doctorate,Single,NJ,91750,no,no,no,cellular,Govt,"82,618.00",1.00,Blue,125.00,0.00,96.00,15-01-2023,Week-3,Q1,2023,"4,287.00",0.00,"4,874.00",82.00,0,Swipe,Food,"1,169.76",0.00
709124883,50.00,M,2.00,Post-Graduate,Married,TX,91750,no,no,no,cellular,Govt,"96,537.00",1.00,Blue,250.00,1.00,112.00,15-01-2023,Week-3,Q1,2023,"2,149.00","1,796.00","5,228.00",93.00,0.836,Chip,Food,941.04,0.00
709126833,44.00,F,3.00,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,"50,852.00",2.00,Blue,150.00,0.00,105.00,15-01-2023,Week-3,Q1,2023,"21,670.00","2,183.00","4,121.00",81.00,0.101,Swipe,Grocery,453.31,0.00
709127808,42.00,F,4.00,Uneducated,Single,NY,91750,no,yes,no,cellular,Govt,"38,043.00",1.00,Blue,455.00,0.00,119.00,15-01-2023,Week-3,Q1,2023,"6,243.00","1,331.00","3,502.00",57.00,0.213,Chip,Food,770.44,0.00
709131033,65.00,M,0.00,Unknown,Single,CA,91750,no,no,no,cellular,White-collar,"48,929.00",3.00,Blue,175.00,0.00,82.00,15-01-2023,Week-3,Q1,2023,"2,025.00","1,701.00","4,056.00",71.00,0.84,Swipe,Bills,486.72,0.00
709134333,48.00,M,4.00,Doctorate,Unknown,CA,91750,yes,yes,yes,cellular,Businessman,"73,655.00",3.00,Blue,290.00,1.00,116.00,15-01-2023,Week-3,Q1,2023,"3,136.00","2,253.00","4,674.00",67.00,0.718,Chip,Grocery,420.66,0.00
709137558,50.00,M,3.00,Uneducated,Single,CA,91750,no,no,no,cellular,Govt,"74,271.00",3.00,Blue,100.00,0.00,100.00,15-01-2023,Week-3,Q1,2023,"5,395.00","2,084.00","4,689.00",69.00,0.386,Chip,Bills,"1,172.25",0.00
709140858,45.00,M,4.00,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,"93,790.00",1.00,Blue,485.00,0.00,102.00,15-01-2023,Week-3,Q1,2023,"1,727.00",996.00,"5,112.00",82.00,0.577,Swipe,Fuel,306.72,0.00
709141908,54.00,F,4.00,Unknown,Single,NY,91750,yes,yes,no,telephone,Businessman,"233,762.00",3.00,Gold,405.00,0.00,75.00,15-01-2023,Week-3,Q1,2023,"10,301.00","2,451.00","16,359.00",111.00,0.238,Chip,Travel,"2,617.44",0.00
709143183,43.00,F,3.00,Uneducated,Single,NY,91750,no,no,no,cellular,Businessman,"29,424.00",3.00,Blue,200.00,0.00,116.00,15-01-2023,Week-3,Q1,2023,"1,822.00","1,605.00","2,538.00",39.00,0.881,Chip,Bills,228.42,0.00
709145958,36.00,F,3.00,Uneducated,Unknown,MI,91750,yes,yes,no,cellular,Selfemployeed,"14,975.00",1.00,Blue,250.00,1.00,135.00,15-01-2023,Week-3,Q1,2023,"2,440.00","1,002.00","1,533.00",42.00,0.411,Swipe,Entertainment,321.93,0.00
709149408,57.00,F,3.00,Uneducated,Single,FL,91750,yes,no,no,cellular,Businessman,"25,885.00",3.00,Blue,455.00,0.00,76.00,15-01-2023,Week-3,Q1,2023,"5,605.00","1,322.00","2,338.00",41.00,0.236,Swipe,Bills,467.60,0.00
709150608,52.00,F,2.00,High School,Married,CA,91750,no,no,no,cellular,Businessman,"31,030.00",3.00,Blue,420.00,0.00,105.00,15-01-2023,Week-3,Q1,2023,"2,898.00",0.00,"2,632.00",64.00,0,Swipe,Fuel,368.48,0.00
709153008,43.00,M,3.00,High School,Single,FL,91750,no,yes,no,cellular,Businessman,"74,069.00",2.00,Blue,270.00,0.00,49.00,15-01-2023,Week-3,Q1,2023,"2,523.00","2,481.00","4,683.00",76.00,0.983,Chip,Bills,889.77,0.00
709157133,47.00,F,5.00,Doctorate,Married,CA,91750,yes,no,no,unknown,Selfemployeed,"14,975.00",1.00,Blue,270.00,0.00,75.00,15-01-2023,Week-3,Q1,2023,"3,766.00","1,049.00","1,514.00",51.00,0.279,Swipe,Entertainment,211.96,0.00
709158333,48.00,M,3.00,Unknown,Single,NY,91750,no,no,no,cellular,Blue-collar,"55,000.00",2.00,Blue,250.00,1.00,85.00,15-01-2023,Week-3,Q1,2023,"2,758.00",461.00,"4,244.00",96.00,0.167,Swipe,Food,679.04,0.00
709159308,53.00,F,2.00,High School,Married,FL,91750,no,no,no,cellular,Businessman,"235,821.00",1.00,Silver,275.00,1.00,69.00,15-01-2023,Week-3,Q1,2023,"6,172.00","1,212.00","16,622.00",99.00,0.196,Chip,Bills,"3,989.28",0.00
709161108,46.00,F,3.00,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,"14,975.00",1.00,Blue,405.00,0.00,108.00,15-01-2023,Week-3,Q1,2023,"2,540.00",0.00,"1,531.00",31.00,0,Chip,Bills,260.27,0.00
709163358,50.00,F,1.00,Unknown,Single,NY,91750,no,yes,no,unknown,Selfemployeed,"14,975.00",3.00,Gold,480.00,0.00,109.00,15-01-2023,Week-3,Q1,2023,"34,516.00","2,517.00","1,727.00",35.00,0.073,Swipe,Entertainment,138.16,0.00
709164408,48.00,F,4.00,High School,Single,TX,91750,yes,yes,yes,cellular,Selfemployeed,"1,250.00",3.00,Blue,500.00,0.00,71.00,15-01-2023,Week-3,Q1,2023,"2,218.00","1,696.00",730.00,20.00,0.765,Swipe,Bills,146.00,0.00
709165533,39.00,M,3.00,Uneducated,Married,NY,91750,no,yes,no,cellular,Businessman,"57,981.00",3.00,Blue,375.00,0.00,61.00,15-01-2023,Week-3,Q1,2023,"6,143.00","1,151.00","4,330.00",72.00,0.187,Chip,Food,"1,255.70",0.00
709166883,45.00,F,4.00,Graduate,Single,FL,91750,yes,no,no,cellular,White-collar,"50,812.00",2.00,Blue,490.00,1.00,168.00,15-01-2023,Week-3,Q1,2023,"5,363.00",0.00,"4,121.00",78.00,0,Chip,Grocery,329.68,0.00
709169133,48.00,M,3.00,Uneducated,Single,NY,91750,yes,no,no,cellular,Businessman,"47,113.00",2.00,Blue,95.00,1.00,111.00,15-01-2023,Week-3,Q1,2023,"1,438.30",0.00,"3,995.00",82.00,0,Chip,Food,998.75,0.00
709170108,52.00,F,2.00,Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,"14,975.00",1.00,Blue,140.00,1.00,86.00,15-01-2023,Week-3,Q1,2023,"2,425.00",0.00,"1,522.00",36.00,0,Chip,Bills,350.06,0.00
709171308,41.00,M,2.00,Graduate,Single,NY,91750,yes,no,yes,unknown,White-collar,"126,358.00",2.00,Blue,330.00,0.00,119.00,15-01-2023,Week-3,Q1,2023,"15,795.00","1,742.00","13,173.00",96.00,0.11,Swipe,Grocery,"2,898.06",0.00
709173108,47.00,F,1.00,Graduate,Single,FL,91750,no,yes,no,unknown,Selfemployeed,"2,565.00",3.00,Blue,200.00,0.00,89.00,15-01-2023,Week-3,Q1,2023,"2,532.00","2,221.00",799.00,21.00,0.877,Online,Bills,223.72,0.00
709175208,44.00,M,2.00,Post-Graduate,Married,NY,91750,no,no,yes,unknown,White-collar,"74,162.00",3.00,Blue,190.00,1.00,77.00,15-01-2023,Week-3,Q1,2023,"2,835.00","2,292.00","4,686.00",79.00,0.808,Swipe,Entertainment,328.02,0.00
709176108,52.00,M,2.00,Graduate,Unknown,TX,91750,no,yes,no,cellular,White-collar,"69,680.00",2.00,Blue,415.00,0.00,88.00,15-01-2023,Week-3,Q1,2023,"4,604.00",621.00,"4,586.00",79.00,0.135,Chip,Fuel,779.62,0.00
709178733,45.00,F,5.00,Unknown,Single,CA,91750,no,no,no,unknown,Govt,"24,804.00",2.00,Blue,220.00,1.00,81.00,15-01-2023,Week-3,Q1,2023,"5,527.00","1,120.00","2,281.00",37.00,0.203,Chip,Food,182.48,0.00
709179708,38.00,F,2.00,Doctorate,Single,NY,91750,no,no,no,unknown,Businessman,"39,397.00",3.00,Blue,250.00,1.00,81.00,15-01-2023,Week-3,Q1,2023,"3,099.00",0.00,"3,622.00",75.00,0,Online,Grocery,543.30,0.00
709183683,44.00,F,2.00,Unknown,Married,NY,91750,yes,yes,no,cellular,Govt,"19,461.00",2.00,Blue,195.00,1.00,66.00,15-01-2023,Week-3,Q1,2023,"5,391.00",0.00,"1,971.00",56.00,0,Swipe,Entertainment,177.39,0.00
709185108,48.00,F,3.00,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,"16,051.00",1.00,Blue,400.00,1.00,135.00,15-01-2023,Week-3,Q1,2023,"5,824.00","1,542.00","1,801.00",44.00,0.265,Swipe,Bills,270.15,0.00
709186983,57.00,F,3.00,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,"14,975.00",2.00,Blue,440.00,0.00,96.00,15-01-2023,Week-3,Q1,2023,"8,714.00","2,252.00","1,536.00",38.00,0.258,Swipe,Bills,184.32,0.00
709188108,54.00,F,3.00,High School,Married,NY,91750,yes,no,no,cellular,Businessman,"146,660.00",1.00,Silver,250.00,1.00,98.00,15-01-2023,Week-3,Q1,2023,"34,516.00","1,529.00","13,940.00",105.00,0.044,Chip,Travel,"3,485.00",0.00
709192233,54.00,F,4.00,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,"15,342.00",1.00,Blue,465.00,1.00,72.00,15-01-2023,Week-3,Q1,2023,"1,773.00",0.00,"1,764.00",30.00,0,Swipe,Fuel,211.68,0.00
709198158,34.00,F,0.00,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,"14,975.00",2.00,Blue,250.00,0.00,99.00,15-01-2023,Week-3,Q1,2023,"3,125.00","1,928.00","1,631.00",46.00,0.617,Swipe,Bills,391.44,0.00
709199358,40.00,F,1.00,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,"14,975.00",2.00,Blue,410.00,0.00,100.00,15-01-2023,Week-3,Q1,2023,"3,316.00",0.00,"1,684.00",19.00,0,Chip,Grocery,134.72,0.00
709200633,48.00,M,5.00,Graduate,Married,TX,91750,no,no,no,cellular,White-collar,"99,344.00",3.00,Blue,465.00,1.00,95.00,15-01-2023,Week-3,Q1,2023,"2,721.00",0.00,"5,443.00",73.00,0,Swipe,Bills,707.59,0.00
709204158,46.00,F,4.00,Uneducated,Married,NJ,91750,no,no,no,cellular,Selfemployeed,"25,795.00",2.00,Blue,125.00,0.00,76.00,15-01-2023,Week-3,Q1,2023,"3,438.00","1,129.00","2,331.00",56.00,0.328,Swipe,Bills,559.44,0.00
709206333,36.00,F,2.00,Uneducated,Single,NY,91750,yes,no,yes,cellular,Selfemployeed,"14,975.00",1.00,Blue,300.00,0.00,99.00,15-01-2023,Week-3,Q1,2023,"4,333.00",0.00,"1,558.00",40.00,0,Swipe,Grocery,171.38,0.00
709207458,40.00,F,3.00,Uneducated,Single,CA,91750,no,yes,no,cellular,Selfemployeed,"12,150.00",3.00,Blue,485.00,0.00,87.00,15-01-2023,Week-3,Q1,2023,"10,747.00","1,603.00","1,340.00",25.00,0.149,Swipe,Fuel,147.40,0.00
709208808,47.00,M,2.00,High School,Single,TX,91750,no,yes,no,cellular,Govt,"56,113.00",3.00,Blue,435.00,1.00,108.00,15-01-2023,Week-3,Q1,2023,"2,178.00","1,731.00","4,275.00",71.00,0.795,Swipe,Fuel,427.50,0.00
709210833,48.00,M,3.00,Uneducated,Married,NJ,91750,yes,no,no,cellular,White-collar,"151,385.00",1.00,Blue,300.00,1.00,103.00,15-01-2023,Week-3,Q1,2023,"9,074.00","1,648.00","14,084.00",110.00,0.182,Online,Fuel,"1,549.24",0.00
709212183,54.00,F,3.00,Uneducated,Single,NJ,91750,yes,yes,no,cellular,Selfemployeed,"14,975.00",1.00,Blue,340.00,1.00,111.00,15-01-2023,Week-3,Q1,2023,"3,176.00","1,470.00","1,634.00",53.00,0.463,Swipe,Food,310.46,0.00
709213458,38.00,M,0.00,High School,Single,CA,91750,no,yes,no,cellular,Businessman,"108,560.00",3.00,Blue,125.00,0.00,72.00,15-01-2023,Week-3,Q1,2023,"22,993.00",0.00,"7,867.00",75.00,0,Swipe,Food,629.36,0.00
709214358,44.00,F,4.00,High School,Married,NJ,91750,no,no,no,cellular,Blue-collar,"12,484.00",1.00,Blue,340.00,0.00,91.00,15-01-2023,Week-3,Q1,2023,"2,420.00","1,422.00","1,362.00",24.00,0.588,Swipe,Entertainment,136.20,0.00
709215708,36.00,M,4.00,Uneducated,Married,NY,91750,no,no,no,unknown,Businessman,"41,222.00",1.00,Blue,270.00,1.00,90.00,15-01-2023,Week-3,Q1,2023,"18,253.00","2,517.00","3,737.00",73.00,0.138,Swipe,Bills,859.51,0.00
709216533,46.00,F,1.00,Unknown,Unknown,CA,91750,no,yes,yes,cellular,White-collar,"35,029.00",3.00,Blue,250.00,1.00,126.00,15-01-2023,Week-3,Q1,2023,"2,803.00",778.00,"3,142.00",64.00,0.278,Swipe,Grocery,439.88,0.00
709217358,45.00,F,3.00,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,"14,975.00",2.00,Blue,125.00,0.00,83.00,15-01-2023,Week-3,Q1,2023,"20,371.00","1,832.00","1,665.00",45.00,0.09,Swipe,Entertainment,399.60,0.00
709219533,49.00,F,3.00,High School,Married,TX,91750,yes,yes,no,unknown,Blue-collar,"12,398.00",2.00,Blue,245.00,1.00,165.00,15-01-2023,Week-3,Q1,2023,"2,480.00","1,351.00","1,359.00",36.00,0.545,Swipe,Bills,176.67,0.00
709220583,47.00,F,5.00,Post-Graduate,Married,TX,91750,no,no,no,cellular,Retirees,"24,338.00",1.00,Blue,140.00,1.00,116.00,15-01-2023,Week-3,Q1,2023,"4,670.00",0.00,"2,256.00",56.00,0,Swipe,Entertainment,564.00,0.00
709222008,59.00,F,0.00,Graduate,Single,FL,91750,no,no,yes,cellular,Businessman,"27,171.00",3.00,Blue,355.00,0.00,118.00,15-01-2023,Week-3,Q1,2023,"4,742.00","2,221.00","2,422.00",41.00,0.468,Swipe,Entertainment,169.54,0.00
709224033,62.00,F,0.00,High School,Married,CA,91750,no,no,no,cellular,Blue-collar,"16,583.00",2.00,Blue,490.00,1.00,68.00,15-01-2023,Week-3,Q1,2023,"13,720.00",0.00,"1,830.00",36.00,0,Swipe,Grocery,347.70,0.00
709224858,33.00,F,2.00,High School,Single,NV,91750,yes,no,no,cellular,Selfemployeed,"14,975.00",3.00,Blue,245.00,1.00,78.00,15-01-2023,Week-3,Q1,2023,"3,610.00","1,629.00","1,652.00",40.00,0.451,Swipe,Travel,313.88,0.00
709225758,40.00,M,3.00,High School,Single,FL,91750,no,yes,yes,cellular,Businessman,"112,181.00",3.00,Blue,100.00,1.00,119.00,15-01-2023,Week-3,Q1,2023,"7,469.00","2,474.00","8,213.00",86.00,0.331,Swipe,Fuel,903.43,0.00
709227033,45.00,F,4.00,Uneducated,Married,CA,91750,yes,yes,no,cellular,Blue-collar,"48,097.00",3.00,Blue,455.00,0.00,112.00,15-01-2023,Week-3,Q1,2023,"9,065.00","1,548.00","4,030.00",73.00,0.171,Online,Fuel,523.90,0.00
709229358,57.00,M,3.00,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,"80,158.00",2.00,Blue,125.00,0.00,128.00,15-01-2023,Week-3,Q1,2023,"2,601.00","1,604.00","4,835.00",80.00,0.617,Swipe,Fuel,"1,063.70",0.00
709230708,49.00,F,2.00,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,"14,885.00",2.00,Blue,290.00,1.00,111.00,15-01-2023,Week-3,Q1,2023,"3,864.00","1,654.00","1,470.00",42.00,0.428,Swipe,Grocery,88.20,0.00
709231683,46.00,M,3.00,Graduate,Unknown,NY,91750,no,yes,no,cellular,White-collar,"81,941.00",2.00,Blue,470.00,1.00,154.00,15-01-2023,Week-3,Q1,2023,"2,024.00",901.00,"4,861.00",84.00,0.445,Swipe,Grocery,"1,215.25",0.00
709232808,52.00,F,0.00,Graduate,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,"14,975.00",2.00,Blue,370.00,0.00,143.00,15-01-2023,Week-3,Q1,2023,"1,689.00",0.00,"1,588.00",37.00,0,Swipe,Food,412.88,0.00
709235058,56.00,M,1.00,Graduate,Married,NJ,91750,no,no,no,cellular,Govt,"110,205.00",2.00,Silver,300.00,0.00,59.00,15-01-2023,Week-3,Q1,2023,"18,956.00","1,694.00","8,032.00",88.00,0.089,Swipe,Food,"2,248.96",0.00
709236633,31.00,M,0.00,Graduate,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,"48,135.00",3.00,Blue,175.00,0.00,115.00,15-01-2023,Week-3,Q1,2023,"6,608.00","2,270.00","4,033.00",58.00,0.344,Chip,Entertainment,"1,169.57",0.00
709238358,41.00,M,4.00,Graduate,Married,CA,91750,no,no,no,cellular,Businessman,"105,397.00",2.00,Blue,495.00,0.00,73.00,15-01-2023,Week-3,Q1,2023,"19,387.00",810.00,"7,604.00",87.00,0.042,Swipe,Fuel,"1,672.88",0.00
709239483,43.00,M,3.00,High School,Married,CA,91750,no,no,no,cellular,Blue-collar,"71,505.00",3.00,Blue,250.00,0.00,111.00,15-01-2023,Week-3,Q1,2023,"2,721.00","1,527.00","4,622.00",88.00,0.561,Chip,Grocery,"1,340.38",0.00
709243533,43.00,M,2.00,Post-Graduate,Married,TX,91750,no,no,no,cellular,Retirees,"68,405.00",2.00,Blue,480.00,0.00,68.00,15-01-2023,Week-3,Q1,2023,"2,555.00","1,815.00","4,552.00",75.00,0.71,Swipe,Grocery,"1,046.96",0.00
709245783,45.00,M,5.00,Uneducated,Married,TX,91750,yes,no,no,cellular,White-collar,"67,969.00",1.00,Blue,300.00,1.00,93.00,15-01-2023,Week-3,Q1,2023,"7,751.00","1,965.00","4,543.00",90.00,0.254,Swipe,Bills,999.46,0.00
709246683,43.00,F,1.00,Unknown,Single,WA,53022,no,no,no,cellular,Blue-collar,"39,299.00",2.00,Blue,150.00,1.00,96.00,15-01-2023,Week-3,Q1,2023,"18,457.00","2,248.00","3,603.00",69.00,0.122,Swipe,Fuel,648.54,0.00
709247808,33.00,M,1.00,Post-Graduate,Married,NJ,91750,yes,no,no,cellular,Businessman,"154,909.00",1.00,Blue,290.00,0.00,88.00,15-01-2023,Week-3,Q1,2023,"3,629.00","2,517.00","14,205.00",102.00,0.694,Online,Food,"2,130.75",0.00
709249083,39.00,M,3.00,High School,Single,TX,91750,no,yes,no,unknown,Businessman,"116,281.00",1.00,Blue,300.00,1.00,160.00,15-01-2023,Week-3,Q1,2023,"4,283.00",0.00,"8,672.00",64.00,0,Chip,Travel,780.48,0.00
709250508,34.00,M,1.00,Graduate,Married,NJ,91750,no,no,yes,cellular,Retirees,"82,748.00",3.00,Blue,445.00,0.00,139.00,15-01-2023,Week-3,Q1,2023,"6,973.00","2,517.00","4,877.00",88.00,0.361,Swipe,Grocery,877.86,0.00
709253433,38.00,F,3.00,Unknown,Single,NJ,91750,no,yes,no,cellular,Blue-collar,"27,728.00",1.00,Blue,250.00,1.00,77.00,15-01-2023,Week-3,Q1,2023,"10,946.00","1,912.00","2,448.00",58.00,0.175,Swipe,Food,342.72,0.00
709257708,49.00,F,3.00,High School,Single,CA,90660,yes,no,no,cellular,Businessman,"191,977.00",2.00,Gold,335.00,1.00,81.00,15-01-2023,Week-3,Q1,2023,"3,108.00","1,978.00","14,965.00",127.00,0.636,Swipe,Fuel,"3,591.60",0.00
709259958,49.00,M,3.00,Graduate,Single,TX,91750,no,no,no,cellular,Businessman,"118,266.00",2.00,Blue,375.00,0.00,97.00,15-01-2023,Week-3,Q1,2023,"5,541.00","2,517.00","9,195.00",73.00,0.454,Swipe,Fuel,"2,298.75",1.00
709261383,42.00,M,1.00,Uneducated,Unknown,CA,91750,yes,no,yes,telephone,Govt,"88,043.00",3.00,Blue,435.00,1.00,119.00,15-01-2023,Week-3,Q1,2023,"1,872.00",661.00,"4,970.00",81.00,0.353,Swipe,Entertainment,347.90,1.00
709265208,39.00,M,4.00,High School,Married,NY,91750,no,no,no,cellular,Govt,"61,646.00",3.00,Blue,150.00,0.00,102.00,15-01-2023,Week-3,Q1,2023,"1,438.30",780.00,"4,422.00",59.00,0.542,Chip,Entertainment,"1,017.06",1.00
709267308,57.00,F,3.00,Uneducated,Single,TX,91750,yes,no,no,cellular,Selfemployeed,"14,975.00",1.00,Blue,250.00,1.00,83.00,22-01-2023,Week-4,Q1,2023,"2,437.00","1,400.00","1,651.00",32.00,0.574,Swipe,Entertainment,379.73,1.00
709269708,49.00,M,4.00,Graduate,Married,NY,91750,no,yes,yes,cellular,White-collar,"102,442.00",2.00,Platinum,395.00,1.00,53.00,22-01-2023,Week-4,Q1,2023,"34,516.00","1,488.00","7,281.00",95.00,0.043,Swipe,Fuel,"1,529.01",1.00
709272333,29.00,M,1.00,Unknown,Single,CA,91750,yes,yes,no,cellular,White-collar,"69,450.00",3.00,Blue,460.00,0.00,93.00,22-01-2023,Week-4,Q1,2023,"9,899.00","2,023.00","4,579.00",73.00,0.204,Swipe,Entertainment,"1,282.12",1.00
